# Observation File: northHGUs.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [s]
# -----------------------------------------------------------------------------
# Observation Name: North Typical1 Reach Outflow [mol/h]
# Region: North_Typ1_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical2 Reach Outflow [mol/h]
# Region: North_Typ2_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Wet Reach Outflow [mol/h]
# Region: North_Wet_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical1 Reach Depth to Water [m]
# Region: North_Typ1_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical2 Reach Depth to Water [m]
# Region: North_Typ2_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Wet Reach Depth to Water [m] 
# Region: North_Wet_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical1 Reach Saturation
# Region: North_Typ1_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical2 Reach Saturation
# Region: North_Typ2_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Wet Reach Saturation
# Region: North_Wet_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical1 Reach Exfiltration [mol/h]
# Region: North_Typ1_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical2 Reach Exfiltration [mol/h]
# Region: North_Typ2_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Wet Reach Exfiltration [mol/h]
# Region: North_Wet_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical1 Reach Water Content [mol]
# Region: North_Typ1_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical2 Reach Water Content [mol]
# Region: North_Typ2_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Wet Reach Water Content [mol]
# Region: North_Wet_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# =============================================================================
"time [s]","North Typical1 Reach Outflow [mol/h]","North Typical2 Reach Outflow [mol/h]","North Wet Reach Outflow [mol/h]","North Typical1 Reach Depth to Water [m]","North Typical2 Reach Depth to Water [m]","North Wet Reach Depth to Water [m] ","North Typical1 Reach Saturation","North Typical2 Reach Saturation","North Wet Reach Saturation","North Typical1 Reach Exfiltration [mol/h]","North Typical2 Reach Exfiltration [mol/h]","North Wet Reach Exfiltration [mol/h]","North Typical1 Reach Water Content [mol]","North Typical2 Reach Water Content [mol]","North Wet Reach Water Content [mol]"
2.468520000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.847233035094e+00,1.943349306068e+00,1.539601428486e+00,9.877764251814e-01,9.875859476250e-01,9.914095390028e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559382834696e+09,2.806045010213e+09,6.226823402069e+09
2.468880000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.847009409032e+00,1.943349306068e+00,1.539601428486e+00,9.877826228002e-01,9.875904388836e-01,9.914171720176e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559430485970e+09,2.806061182586e+09,6.226878318315e+09
2.469240000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.847009409032e+00,1.943349306068e+00,1.539601428486e+00,9.877888156275e-01,9.875949384076e-01,9.914248021798e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559478109141e+09,2.806077379307e+09,6.226933220144e+09
2.469600000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.845819895935e+00,1.943349306068e+00,1.539601428486e+00,9.877950009602e-01,9.875994384762e-01,9.914324223136e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559525687074e+09,2.806093575554e+09,6.226988058577e+09
2.469960000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.845819895935e+00,1.943349306068e+00,1.539601428486e+00,9.878011784885e-01,9.876039371262e-01,9.914400314499e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559573215565e+09,2.806109764205e+09,6.227042823635e+09
2.470320000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.845819895935e+00,1.943349306068e+00,1.539601428486e+00,9.878073478950e-01,9.876084325912e-01,9.914476287569e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559620690560e+09,2.806125938927e+09,6.227097507245e+09
2.470680000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.845819895935e+00,1.943349306068e+00,1.539601428486e+00,9.878135088472e-01,9.876129233434e-01,9.914552133821e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559668108280e+09,2.806142094341e+09,6.227152102402e+09
2.471040000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.850044181272e+00,1.943349306068e+00,1.539601428486e+00,9.878196610880e-01,9.876174081060e-01,9.914627844806e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559715465872e+09,2.806158226032e+09,6.227206602888e+09
2.471400000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.850044181272e+00,1.943349306068e+00,1.537361254693e+00,9.878258042131e-01,9.876218858391e-01,9.914703411864e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559762759440e+09,2.806174330461e+09,6.227261002269e+09
2.471760000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.850044181272e+00,1.943349306068e+00,1.537361254693e+00,9.878319378198e-01,9.876263557126e-01,9.914778826158e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559809985198e+09,2.806190404851e+09,6.227315294490e+09
2.472120000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.850044181272e+00,1.943349306068e+00,1.537361254693e+00,9.878380615066e-01,9.876308170757e-01,9.914854079255e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559857139496e+09,2.806206447059e+09,6.227369473740e+09
2.472480000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.849697561102e+00,1.943349306068e+00,1.537361254693e+00,9.878441747610e-01,9.876352694303e-01,9.914929164710e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559904217910e+09,2.806222455477e+09,6.227423535442e+09
2.472840000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.849697561102e+00,1.943349306068e+00,1.537361254693e+00,9.878502770714e-01,9.876397123958e-01,9.915004076471e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559951216056e+09,2.806238428907e+09,6.227477475248e+09
2.473200000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.849697561102e+00,1.943349306068e+00,1.537361254693e+00,9.878563681149e-01,9.876441456928e-01,9.915078806771e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559998131072e+09,2.806254366487e+09,6.227531287617e+09
2.473560000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.849697561102e+00,1.943349306068e+00,1.537361254693e+00,9.878624477607e-01,9.876485691241e-01,9.915153348539e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.560044961668e+09,2.806270267623e+09,6.227584967422e+09
2.473920000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.871390225002e+00,1.943349306068e+00,1.537361254693e+00,9.878685155624e-01,9.876529825576e-01,9.915227695298e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.560091704067e+09,2.806286131930e+09,6.227638509920e+09
2.474280000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.871390225002e+00,1.943349306068e+00,1.537361254693e+00,9.878581249431e-01,9.876415612067e-01,9.915136789682e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.560012671597e+09,2.806246057697e+09,6.227573436514e+09
2.474640000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.871736845172e+00,1.943349306068e+00,1.537361254693e+00,9.878341469920e-01,9.876170040366e-01,9.914909438438e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559829802155e+09,2.806159582058e+09,6.227410419862e+09
2.475000000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.872042651500e+00,1.943349306068e+00,1.539601428486e+00,9.877976132480e-01,9.875803034859e-01,9.914556032394e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559550971422e+09,2.806030212231e+09,6.227156909048e+09
2.475360000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.873232164598e+00,1.943349306068e+00,1.539601428486e+00,9.877524816791e-01,9.875352815532e-01,9.914116332269e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559206420869e+09,2.805871451329e+09,6.226841438303e+09
2.475720000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.873455790659e+00,1.943349306068e+00,1.542713303926e+00,9.877058714793e-01,9.874888242046e-01,9.913661831296e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.558850553544e+09,2.805707625497e+09,6.226515324761e+09
2.476080000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.873455790659e+00,1.943349306068e+00,1.542713303926e+00,9.876930264417e-01,9.874750130348e-01,9.913546329665e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.558752702324e+09,2.805659141258e+09,6.226432557217e+09
2.476440000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.873719241544e+00,1.943349306068e+00,1.542713303926e+00,9.876649815433e-01,9.874465069335e-01,9.913278270146e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.558538679497e+09,2.805558734430e+09,6.226240256812e+09
2.476800000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.873719241544e+00,1.943349306068e+00,1.542713303926e+00,9.876587469844e-01,9.874390591824e-01,9.913229164306e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.558491331196e+09,2.805532728894e+09,6.226205141510e+09
2.477160000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.873455790659e+00,1.943349306068e+00,1.542713303926e+00,9.876580276883e-01,9.874369395235e-01,9.913235429286e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.558486127086e+09,2.805525540622e+09,6.226209769349e+09
2.477520000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.873455790659e+00,1.943349306068e+00,1.542713303926e+00,9.876641192534e-01,9.874413318240e-01,9.913310008118e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.558532977362e+09,2.805541350993e+09,6.226263440870e+09
2.477880000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.873455790659e+00,1.943349306068e+00,1.542713303926e+00,9.876703135045e-01,9.874457875874e-01,9.913385556838e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.558580621433e+09,2.805557380645e+09,6.226317809673e+09
2.478240000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.873232164598e+00,1.943349306068e+00,1.542713303926e+00,9.876765000928e-01,9.874502420279e-01,9.913460993076e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.558628216957e+09,2.805573403446e+09,6.226372104480e+09
2.478600000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.873232164598e+00,1.943349306068e+00,1.542713303926e+00,9.876826786558e-01,9.874546935221e-01,9.913536308174e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.558675759739e+09,2.805589413537e+09,6.226426316791e+09
2.478960000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.873232164598e+00,1.943349306068e+00,1.542713303926e+00,9.876888491022e-01,9.874591406354e-01,9.913611493454e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.558723247084e+09,2.805605405798e+09,6.226480439343e+09
2.479320000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.872975705838e+00,1.943349306068e+00,1.542713303926e+00,9.876950111177e-01,9.874635821284e-01,9.913686540635e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.558770675735e+09,2.805621375897e+09,6.226534465759e+09
2.479680000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.872975705838e+00,1.943349306068e+00,1.542713303926e+00,9.877011642871e-01,9.874680169704e-01,9.913761442044e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.558818041895e+09,2.805637320289e+09,6.226588390286e+09
2.480040000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.894495252448e+00,1.998626744116e+00,1.542713303926e+00,9.877073080921e-01,9.874724436111e-01,9.913836191799e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.558865340802e+09,2.805653233564e+09,6.226642208801e+09
2.480400000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.894495252448e+00,1.998626744116e+00,1.542713303926e+00,9.877134414389e-01,9.874768613687e-01,9.913910782426e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.558912563438e+09,2.805669113394e+09,6.226695915901e+09
2.480760000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.893562198110e+00,1.998626744116e+00,1.542713303926e+00,9.877195638106e-01,9.874812698606e-01,9.913985209605e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.558959705354e+09,2.805684958572e+09,6.226749508305e+09
2.481120000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.893562198110e+00,1.998626744116e+00,1.542713303926e+00,9.877256749582e-01,9.874856687734e-01,9.914059464959e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559006764233e+09,2.805700768136e+09,6.226802980026e+09
2.481480000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.893562198110e+00,1.998626744116e+00,1.542713303926e+00,9.877317745852e-01,9.874900578774e-01,9.914133541237e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559053737390e+09,2.805716541397e+09,6.226856325724e+09
2.481840000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.893256391782e+00,1.998626744116e+00,1.542713303926e+00,9.877378622940e-01,9.874944370127e-01,9.914207430846e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559100621449e+09,2.805732277898e+09,6.226909539891e+09
2.482200000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.893256391782e+00,1.998626744116e+00,1.540473130133e+00,9.877439377906e-01,9.874988060809e-01,9.914281127556e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559147413875e+09,2.805747977379e+09,6.226962617885e+09
2.482560000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.893256391782e+00,1.998626744116e+00,1.537361254693e+00,9.877484577217e-01,9.875017753611e-01,9.914339198014e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559182319797e+09,2.805758735288e+09,6.227004486892e+09
2.482920000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.893256391782e+00,1.998626744116e+00,1.542713303926e+00,9.877439428106e-01,9.874960507231e-01,9.914306491881e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559148182440e+09,2.805738780413e+09,6.226981196597e+09
2.483280000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.898092289775e+00,1.998626744116e+00,1.542713303926e+00,9.877297827343e-01,9.874810390421e-01,9.914176917230e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559040335552e+09,2.805686020137e+09,6.226888371977e+09
2.483640000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.899281802872e+00,1.998626744116e+00,1.542713303926e+00,9.876932553508e-01,9.874444540599e-01,9.913822786381e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.558761552161e+09,2.805557051640e+09,6.226634347522e+09
2.484000000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.899505428934e+00,1.998626744116e+00,1.542713303926e+00,9.876574597805e-01,9.874085608393e-01,9.913476022511e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.558488350889e+09,2.805430535630e+09,6.226385603011e+09
2.484360000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.904630913646e+00,1.998626744116e+00,1.542713303926e+00,9.876101725389e-01,9.873615682397e-01,9.913013948760e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.558127310940e+09,2.805264810962e+09,6.226054063037e+09
2.484720000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.906341169555e+00,1.998626744116e+00,1.543743556995e+00,9.875659900373e-01,9.873175475390e-01,9.912583112669e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.557789982726e+09,2.805109591700e+09,6.225744932680e+09
2.485080000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.932946555471e+00,1.998626744116e+00,1.545961629253e+00,9.875447504985e-01,9.872956342167e-01,9.912382650969e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.557627964916e+09,2.805032476522e+09,6.225601166369e+09
2.485440000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.932946555471e+00,1.998626744116e+00,1.545961629253e+00,9.875285402332e-01,9.872785408144e-01,9.912232707946e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.557504367403e+09,2.804972383009e+09,6.225493652427e+09
2.485800000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.932946555471e+00,1.998626744116e+00,1.549048034852e+00,9.875211478042e-01,9.872699336225e-01,9.912171301959e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.557448153170e+09,2.804942267538e+09,6.225449697098e+09
2.486160000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.932946555471e+00,1.998626744116e+00,1.549048034852e+00,9.875273454938e-01,9.872743253182e-01,9.912246265033e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.557495794473e+09,2.804958065509e+09,6.225503629701e+09
2.486520000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.932946555471e+00,1.998626744116e+00,1.545961629253e+00,9.875335369526e-01,9.872787197160e-01,9.912321154359e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.557543394739e+09,2.804973868232e+09,6.225557514858e+09
2.486880000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.932946555471e+00,1.998626744116e+00,1.545961629253e+00,9.875397211082e-01,9.872831141608e-01,9.912395946930e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.557590949843e+09,2.804989669170e+09,6.225611339354e+09
2.487240000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.932683104586e+00,1.998626744116e+00,1.545961629253e+00,9.875458975834e-01,9.872875069314e-01,9.912470631917e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.557638455433e+09,2.805005462055e+09,6.225665092668e+09
2.487600000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.932683104586e+00,1.998626744116e+00,1.545961629253e+00,9.875520660386e-01,9.872918966869e-01,9.912545200926e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.557685907399e+09,2.805021241894e+09,6.225718766494e+09
2.487960000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.932683104586e+00,1.998626744116e+00,1.545961629253e+00,9.875582261080e-01,9.872962821274e-01,9.912619644090e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.557733301933e+09,2.805037004148e+09,6.225772353336e+09
2.488320000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.932683104586e+00,1.998626744116e+00,1.545961629253e+00,9.875643774318e-01,9.873006621424e-01,9.912693952262e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.557780635435e+09,2.805052744969e+09,6.225825846345e+09
2.488680000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.932683104586e+00,1.998626744116e+00,1.545961629253e+00,9.875705196632e-01,9.873050358383e-01,9.912768116556e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.557827904252e+09,2.805068461308e+09,6.225879239065e+09
2.489040000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.935734650140e+00,1.998626744116e+00,1.543743556995e+00,9.875766524229e-01,9.873094025662e-01,9.912842128123e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.557875104911e+09,2.805084151000e+09,6.225932525163e+09
2.489400000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.935734650140e+00,1.998626744116e+00,1.543743556995e+00,9.875827750124e-01,9.873137615925e-01,9.912915984108e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.557922231659e+09,2.805099811611e+09,6.225985702314e+09
2.489760000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.935734650140e+00,1.998626744116e+00,1.542713303926e+00,9.875888870807e-01,9.873181123519e-01,9.912989677041e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.557969281362e+09,2.805115441302e+09,6.226038765135e+09
2.490120000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.935734650140e+00,1.998626744116e+00,1.542713303926e+00,9.875949883105e-01,9.873224544708e-01,9.913063198233e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.558016251178e+09,2.805131038857e+09,6.226091707453e+09
2.490480000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.934024394231e+00,1.998626744116e+00,1.542713303926e+00,9.876010783890e-01,9.873267877901e-01,9.913136540256e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.558063138387e+09,2.805146603667e+09,6.226144523874e+09
2.490840000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.934024394231e+00,1.998626744116e+00,1.542713303926e+00,9.876071570196e-01,9.873311121880e-01,9.913209696265e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.558109940325e+09,2.805162135348e+09,6.226197209410e+09
2.491200000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.933767935472e+00,1.998626744116e+00,1.542713303926e+00,9.876131486763e-01,9.873353843611e-01,9.913281918378e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.558156079137e+09,2.805177481924e+09,6.226249230926e+09
2.491560000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.934024394231e+00,1.998626744116e+00,1.542713303926e+00,9.876020312328e-01,9.873232368450e-01,9.913182349455e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.558071474295e+09,2.805134826632e+09,6.226177939803e+09
2.491920000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.934024394231e+00,1.998626744116e+00,1.542713303926e+00,9.875985533976e-01,9.873184651954e-01,9.913159437614e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.558045248251e+09,2.805118232704e+09,6.226161677600e+09
2.492280000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.935958276201e+00,1.998626744116e+00,1.545961629253e+00,9.875633325015e-01,9.872830888079e-01,9.912817844083e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.557776440422e+09,2.804993520900e+09,6.225916648066e+09
2.492640000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.935958276201e+00,1.998626744116e+00,1.545961629253e+00,9.875548968018e-01,9.872735320670e-01,9.912745141043e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.557712313921e+09,2.804960032229e+09,6.225864636718e+09
2.493000000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.936221727086e+00,1.998626744116e+00,1.549048034852e+00,9.874950960528e-01,9.872144503944e-01,9.912156830427e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.557255645654e+09,2.804751578754e+09,6.225442471164e+09
2.493360000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.936221727086e+00,1.998626744116e+00,1.551489022843e+00,9.874727486780e-01,9.871914554532e-01,9.911944519603e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.557085188699e+09,2.804670630780e+09,6.225290236593e+09
2.493720000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.937344692461e+00,1.998626744116e+00,1.551489022843e+00,9.874331278711e-01,9.871517990914e-01,9.911558862122e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.556782705517e+09,2.804530812433e+09,6.225013531472e+09
2.494080000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.941712571656e+00,1.998626744116e+00,1.551489022843e+00,9.874335654510e-01,9.871507418037e-01,9.911575378547e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.556786334142e+09,2.804527361246e+09,6.225025524800e+09
