# Observation File: northHGUs.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [s]
# -----------------------------------------------------------------------------
# Observation Name: North Typical1 Reach Outflow [mol/h]
# Region: North_Typ1_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical2 Reach Outflow [mol/h]
# Region: North_Typ2_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Wet Reach Outflow [mol/h]
# Region: North_Wet_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical1 Reach Depth to Water [m]
# Region: North_Typ1_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical2 Reach Depth to Water [m]
# Region: North_Typ2_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Wet Reach Depth to Water [m] 
# Region: North_Wet_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical1 Reach Saturation
# Region: North_Typ1_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical2 Reach Saturation
# Region: North_Typ2_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Wet Reach Saturation
# Region: North_Wet_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical1 Reach Exfiltration [mol/h]
# Region: North_Typ1_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical2 Reach Exfiltration [mol/h]
# Region: North_Typ2_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Wet Reach Exfiltration [mol/h]
# Region: North_Wet_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical1 Reach Water Content [mol]
# Region: North_Typ1_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical2 Reach Water Content [mol]
# Region: North_Typ2_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Wet Reach Water Content [mol]
# Region: North_Wet_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# =============================================================================
"time [s]","North Typical1 Reach Outflow [mol/h]","North Typical2 Reach Outflow [mol/h]","North Wet Reach Outflow [mol/h]","North Typical1 Reach Depth to Water [m]","North Typical2 Reach Depth to Water [m]","North Wet Reach Depth to Water [m] ","North Typical1 Reach Saturation","North Typical2 Reach Saturation","North Wet Reach Saturation","North Typical1 Reach Exfiltration [mol/h]","North Typical2 Reach Exfiltration [mol/h]","North Wet Reach Exfiltration [mol/h]","North Typical1 Reach Water Content [mol]","North Typical2 Reach Water Content [mol]","North Wet Reach Water Content [mol]"
3.791520000000e+07,2.700856447006e+05,-4.254956505671e+04,-1.626208993922e+05,9.217653015671e-01,8.749515622454e-01,7.601608997122e-01,9.971340944896e-01,9.972799435113e-01,9.977050229924e-01,1.050180337290e+05,4.084790545918e+04,1.214004681000e+05,6.631211408309e+09,2.840279055907e+09,6.272421265831e+09
3.791880000000e+07,2.680020796388e+05,-4.210534333613e+04,-1.614052295807e+05,9.239350910225e-01,8.762396421714e-01,7.606567650208e-01,9.971221375013e-01,9.972688715278e-01,9.976951280243e-01,1.042014740774e+05,4.046233896685e+04,1.206117207752e+05,6.631118152438e+09,2.840239238000e+09,6.272348368696e+09
3.792240000000e+07,2.659848491204e+05,-4.167441479490e+04,-1.602291330425e+05,9.248686461613e-01,8.762396421714e-01,7.606567650208e-01,9.971103622844e-01,9.972579644016e-01,9.976854129065e-01,1.034098420617e+05,4.008929002698e+04,1.198504198279e+05,6.631026308856e+09,2.840200005766e+09,6.272276784992e+09
3.792600000000e+07,2.640351384233e+05,-4.126439411171e+04,-1.590964577739e+05,9.262283098285e-01,8.762396421714e-01,7.610460008501e-01,9.970987637993e-01,9.972472141652e-01,9.976758720571e-01,1.026425316427e+05,3.973946150298e+04,1.191147345999e+05,6.630935839010e+09,2.840161331421e+09,6.272206474664e+09
3.792960000000e+07,2.621490937174e+05,-4.086723024350e+04,-1.580013283578e+05,9.307397794417e-01,8.762396421714e-01,7.664995437905e-01,9.970873369186e-01,9.972366162411e-01,9.976664993463e-01,1.018989105269e+05,3.939725568704e+04,1.184018091815e+05,6.630846704292e+09,2.840123199042e+09,6.272137394391e+09
3.793320000000e+07,2.603219703116e+05,-4.048031020532e+04,-1.569393373631e+05,9.318801644596e-01,8.777864520726e-01,7.729346447934e-01,9.970760767102e-01,9.972261676298e-01,9.976572900399e-01,1.011782106490e+05,3.906360510825e+04,1.177110807466e+05,6.630758867042e+09,2.840085598552e+09,6.272069509798e+09
3.793680000000e+07,2.585477799268e+05,-4.010299503226e+04,-1.559074205887e+05,9.318801644596e-01,8.777864520726e-01,7.729346447934e-01,9.970649792462e-01,9.972158653775e-01,9.976482383446e-01,1.004775968595e+05,3.873833034234e+04,1.170407218002e+05,6.630672296303e+09,2.840048519736e+09,6.272002777553e+09
3.794040000000e+07,2.568214275606e+05,-3.973474334274e+04,-1.549024427454e+05,9.318801644596e-01,8.777864520726e-01,7.733923420334e-01,9.970540406686e-01,9.972057066479e-01,9.976393398736e-01,9.979549588922e+04,3.842094053864e+04,1.163881714256e+05,6.630586962094e+09,2.840011952719e+09,6.271937165826e+09
3.794400000000e+07,2.551393617805e+05,-3.937522603439e+04,-1.539228957243e+05,9.337753655786e-01,8.777864520726e-01,7.751510279443e-01,9.970432566602e-01,9.971956886393e-01,9.976305901722e-01,9.913049472469e+04,3.811111001522e+04,1.157525704554e+05,6.630502830619e+09,2.839975887734e+09,6.271872642650e+09
3.794760000000e+07,2.535000981379e+05,-3.902434573628e+04,-1.529685703030e+05,9.341028827402e-01,8.777864520726e-01,7.751510279443e-01,9.970326232520e-01,9.971858086344e-01,9.976219850643e-01,9.848214467233e+04,3.780857376118e+04,1.151340210349e+05,6.630419871235e+09,2.839940315297e+09,6.271809178212e+09
3.795120000000e+07,2.519017950979e+05,-3.868160265450e+04,-1.520380074066e+05,9.389760680074e-01,8.777864520726e-01,7.751510279443e-01,9.970221365664e-01,9.971760639453e-01,9.976135206465e-01,9.784981733421e+04,3.751301051502e+04,1.145312455068e+05,6.630338054259e+09,2.839905225997e+09,6.271746744363e+09
3.795480000000e+07,2.503428723759e+05,-3.834663427953e+04,-1.511298989624e+05,9.389760680074e-01,8.777864520726e-01,7.751510279443e-01,9.970117926297e-01,9.971664519315e-01,9.976051931920e-01,9.723333550786e+04,3.722416032633e+04,1.139433284583e+05,6.630257349620e+09,2.839870610570e+09,6.271685314162e+09
3.795840000000e+07,2.472247535405e+05,-3.755497964266e+04,-1.488720186727e+05,9.419724537152e-01,8.777864520726e-01,7.756673967641e-01,9.970011744425e-01,9.971566383091e-01,9.975966522485e-01,9.574747786657e+04,3.646439718961e+04,1.120582887871e+05,6.630174522445e+09,2.839835273643e+09,6.271622324244e+09
3.796200000000e+07,2.367026003276e+05,-3.464684779061e+04,-1.404688899645e+05,9.526869344646e-01,8.797940357061e-01,7.765154998216e-01,9.969885347801e-01,9.971450845204e-01,9.975864199608e-01,9.061140908417e+04,3.362733768594e+04,1.047009996333e+05,6.630076024894e+09,2.839793710040e+09,6.271546962016e+09
3.796560000000e+07,2.147458065301e+05,-2.913496717044e+04,-1.235633531381e+05,9.535114033488e-01,8.909695452189e-01,7.777264853946e-01,9.969718075680e-01,9.971299219919e-01,9.975727613297e-01,8.104477195832e+04,2.807881875043e+04,9.063915325216e+04,6.629945844570e+09,2.839739236959e+09,6.271446540814e+09
3.796920000000e+07,1.909035364589e+05,-2.447904685254e+04,-1.074958127676e+05,9.549525092831e-01,8.936434547148e-01,7.829457408115e-01,9.969521835451e-01,9.971121310782e-01,9.975566991378e-01,7.301982665370e+04,2.365905301094e+04,7.922344076550e+04,6.629793212791e+09,2.839675363225e+09,6.271328547679e+09
3.797280000000e+07,1.682010175673e+05,-2.036457967661e+04,-9.311428622308e+04,9.562405667473e-01,8.959099504104e-01,7.871158418582e-01,9.969301476394e-01,9.970921433931e-01,9.975386109164e-01,6.546556482116e+04,1.962924826247e+04,6.906468889544e+04,6.629621876953e+09,2.839603636203e+09,6.271195725879e+09
3.797640000000e+07,1.551351930038e+05,-1.880295215231e+04,-8.694636461289e+04,9.582018799242e-01,8.964779557635e-01,7.895268101213e-01,9.969085746211e-01,9.970725669100e-01,9.975209738192e-01,6.302749136866e+04,1.854069980753e+04,6.670443642116e+04,6.629454097035e+09,2.839533391006e+09,6.271066214297e+09
3.798000000000e+07,1.502933475354e+05,-1.857189779670e+04,-8.595884250776e+04,9.612437573973e-01,9.026477984020e-01,7.907696606965e-01,9.968883448525e-01,9.970542145716e-01,9.975045454742e-01,6.268755343072e+04,1.853917520661e+04,6.732760816691e+04,6.629296685952e+09,2.839467521653e+09,6.270945519218e+09
3.798360000000e+07,1.557916542734e+05,-2.036340714324e+04,-9.209380394236e+04,9.616200064348e-01,9.026477984020e-01,7.956041882117e-01,9.968713438038e-01,9.970388037359e-01,9.974909461476e-01,6.643611686597e+04,2.068607123202e+04,7.382634829250e+04,6.629164253723e+09,2.839412174091e+09,6.270845488813e+09
3.798720000000e+07,1.687467089750e+05,-2.324966330940e+04,-1.024229610601e+05,9.616200064348e-01,9.026477984020e-01,7.961108102100e-01,9.968579478605e-01,9.970266607353e-01,9.974804745035e-01,7.184785396408e+04,2.376985430113e+04,8.253067914052e+04,6.629059730333e+09,2.839368502464e+09,6.270768296527e+09
3.799080000000e+07,1.864006767614e+05,-2.676370931962e+04,-1.151742787282e+05,9.613654127516e-01,9.014635027326e-01,7.951761915051e-01,9.968481651691e-01,9.970177763743e-01,9.974730837107e-01,7.819944658866e+04,2.738897609654e+04,9.257488776945e+04,6.628983202362e+09,2.839336473273e+09,6.270713601360e+09
3.799440000000e+07,2.024839974194e+05,-2.949057575207e+04,-1.254745510597e+05,9.613654127516e-01,8.994445871298e-01,7.958898229503e-01,9.968405728184e-01,9.970107939176e-01,9.974675272644e-01,8.270237628053e+04,2.996671789092e+04,9.953543430531e+04,6.628923669731e+09,2.839311224574e+09,6.270672299775e+09
3.799800000000e+07,2.101248974353e+05,-3.014580686341e+04,-1.287043287409e+05,9.610532513502e-01,8.994445871298e-01,7.939991184691e-01,9.968329456867e-01,9.970037627139e-01,9.974619212445e-01,8.322702354301e+04,3.025629496479e+04,1.001968750642e+05,6.628863905118e+09,2.839285789849e+09,6.270630637444e+09
3.800160000000e+07,2.131710870603e+05,-3.036704063350e+04,-1.297266959880e+05,9.608045394350e-01,8.994445871298e-01,7.935900276153e-01,9.968253173016e-01,9.969967207668e-01,9.974563034743e-01,8.349602051795e+04,3.041001915118e+04,1.005247966439e+05,6.628804169515e+09,2.839260318399e+09,6.270588908723e+09
3.800520000000e+07,2.143026777417e+05,-3.046103973273e+04,-1.301058802491e+05,9.605603294624e-01,8.975617936515e-01,7.935900276153e-01,9.968177077813e-01,9.969896923153e-01,9.974506948445e-01,8.361284944253e+04,3.048426517291e+04,1.006757721793e+05,6.628744611789e+09,2.839234897446e+09,6.270547266123e+09
3.800880000000e+07,2.146895038244e+05,-3.049261183609e+04,-1.302382792278e+05,9.605603294624e-01,8.975617936515e-01,7.935900276153e-01,9.968101295263e-01,9.969826936114e-01,9.974451079336e-01,8.363073071815e+04,3.050514052477e+04,1.007191792930e+05,6.628685322578e+09,2.839209585147e+09,6.270505800293e+09
3.801240000000e+07,2.147457093161e+05,-3.048377609494e+04,-1.302367184049e+05,9.608045394350e-01,8.975617936515e-01,7.929047595787e-01,9.968025907657e-01,9.969757351791e-01,9.974395505862e-01,8.358052533608e+04,3.048894652196e+04,1.006908671199e+05,6.628626361678e+09,2.839184419158e+09,6.270464566976e+09
3.801600000000e+07,2.146179619004e+05,-3.044641109443e+04,-1.301468651919e+05,9.608045394350e-01,8.975617936515e-01,7.929047595787e-01,9.967950972584e-01,9.969688241453e-01,9.974340284424e-01,8.348119899314e+04,3.044610595863e+04,1.006120878288e+05,6.628567770650e+09,2.839159425125e+09,6.270423606335e+09
3.801960000000e+07,2.143687019839e+05,-3.038814950647e+04,-1.299939883500e+05,9.608045394350e-01,8.975617936515e-01,7.929047595787e-01,9.967876530260e-01,9.969619653519e-01,9.974285455154e-01,8.334521224113e+04,3.038367080499e+04,1.004963789658e+05,6.628509578189e+09,2.839134620439e+09,6.270382946553e+09
3.802320000000e+07,2.140318624323e+05,-3.031421801005e+04,-1.297942974926e+05,9.608045394350e-01,8.975617936515e-01,7.929047595787e-01,9.967802609276e-01,9.969551621414e-01,9.974231047328e-01,8.318131022811e+04,3.030649335880e+04,1.003528102054e+05,6.628451804508e+09,2.839110017099e+09,6.270342607961e+09
3.802680000000e+07,2.136290939513e+05,-3.022832733332e+04,-1.295590134612e+05,9.608045394350e-01,8.975617936515e-01,7.929047595787e-01,9.967729230253e-01,9.969484168121e-01,9.974177082403e-01,8.299565993502e+04,3.021804066235e+04,1.001878227125e+05,6.628394463984e+09,2.839085623350e+09,6.270302605272e+09
3.803040000000e+07,2.131756068425e+05,-3.013337627444e+04,-1.292963300471e+05,9.608045394350e-01,8.975617936515e-01,7.929047595787e-01,9.967656408075e-01,9.969417309877e-01,9.974123576407e-01,8.279285865696e+04,3.012111413073e+04,1.000061089704e+05,6.628337566806e+09,2.839061445027e+09,6.270262949309e+09
3.803400000000e+07,2.126825129880e+05,-3.003132003171e+04,-1.290122220437e+05,9.608045394350e-01,8.975617936515e-01,7.929047595787e-01,9.967584152581e-01,9.969351056640e-01,9.974070541181e-01,8.257642039897e+04,3.001744417921e+04,9.981120258635e+04,6.628281119439e+09,2.839037485668e+09,6.270223647928e+09
3.803760000000e+07,2.121582316303e+05,-2.992363969809e+04,-1.287112769209e+05,9.608045394350e-01,8.975617936515e-01,7.954119408814e-01,9.967512470488e-01,9.969285414525e-01,9.974017984901e-01,8.234908188394e+04,2.990844639380e+04,9.960592358979e+04,6.628225126187e+09,2.839013747434e+09,6.270184706427e+09
3.804120000000e+07,2.116094554152e+05,-2.981153261258e+04,-1.283973207030e+05,9.608045394350e-01,8.975617936515e-01,7.957931212017e-01,9.967441366130e-01,9.969220386617e-01,9.973965912244e-01,8.211301610240e+04,2.979526926267e+04,9.939277093117e+04,6.628169589647e+09,2.838990231389e+09,6.270146127696e+09
3.804480000000e+07,1.985652673004e+05,-2.625224157653e+04,-1.171857596933e+05,9.613078450334e-01,8.994445871298e-01,7.981666207434e-01,9.967334468565e-01,9.969123789494e-01,9.973883573105e-01,7.489652330660e+04,2.560734271500e+04,8.841959604176e+04,6.628086326995e+09,2.838955420105e+09,6.270085415530e+09
3.804840000000e+07,1.954994713930e+05,-2.661130223096e+04,-1.173042387749e+05,9.616200064348e-01,8.994445871298e-01,7.987401405175e-01,9.967243881065e-01,9.969042174116e-01,9.973815331328e-01,7.664114031384e+04,2.669228288393e+04,9.160360698161e+04,6.628015707301e+09,2.838925993004e+09,6.270035048309e+09
3.805200000000e+07,1.960232071680e+05,-2.698758205843e+04,-1.186441010004e+05,9.665114694791e-01,8.994445871298e-01,8.001934654154e-01,9.967159897908e-01,9.968966626575e-01,9.973752762032e-01,7.715362993668e+04,2.705780941820e+04,9.273835553149e+04,6.627950194865e+09,2.838898729509e+09,6.269988819081e+09
3.805560000000e+07,1.880935443109e+05,-2.473910234805e+04,-1.116913186791e+05,9.667660631622e-01,9.000608774461e-01,8.042957866992e-01,9.967052999691e-01,9.968870298993e-01,9.973670759542e-01,7.226826692032e+04,2.433393081077e+04,8.548829488865e+04,6.627866930792e+09,2.838864022997e+09,6.269928368401e+09
3.805920000000e+07,1.765725699924e+05,-2.234692357517e+04,-1.033955946855e+05,9.674633075290e-01,9.026477984020e-01,8.137098471514e-01,9.966928831296e-01,9.968758279722e-01,9.973574220748e-01,6.781960268781e+04,2.191972663211e+04,7.915554003957e+04,6.627770291576e+09,2.838823712893e+09,6.269857300178e+09
3.806280000000e+07,1.559526505644e+05,-1.780450044191e+04,-8.815234479693e+04,9.695701695476e-01,9.026477984020e-01,8.187564236712e-01,9.966763911034e-01,9.968609078045e-01,9.973442748995e-01,5.863478108873e+04,1.698345139826e+04,6.606375213098e+04,6.627642083189e+09,2.838770099182e+09,6.269760678139e+09
3.806640000000e+07,1.320067824092e+05,-1.318211766893e+04,-7.212882578815e+04,9.707437873708e-01,9.216566642317e-01,8.191341598287e-01,9.966563999705e-01,9.968427736910e-01,9.973281115994e-01,4.936076358122e+04,1.234114631110e+04,5.427088423849e+04,6.627486763043e+09,2.838705001478e+09,6.269642018423e+09
3.807000000000e+07,1.435864997345e+05,-1.846200474878e+04,-8.748201760548e+04,9.699851640992e-01,9.178316382486e-01,8.196707279502e-01,9.966451522526e-01,9.968326799657e-01,9.973195902483e-01,6.273859909306e+04,1.945488579323e+04,7.421550374604e+04,6.627399105378e+09,2.838668713133e+09,6.269579292345e+09
3.807360000000e+07,1.639120483930e+05,-2.267525630519e+04,-1.031721215794e+05,9.699851640992e-01,9.178316382486e-01,8.196707279502e-01,9.966379113008e-01,9.968262290187e-01,9.973144981802e-01,6.975356194516e+04,2.342337588830e+04,8.523206523211e+04,6.627342436601e+09,2.838645415732e+09,6.269541544264e+09
3.807720000000e+07,1.801244610510e+05,-2.503369815031e+04,-1.128061173201e+05,9.692281183659e-01,9.178316382486e-01,8.196707279502e-01,9.966323387007e-01,9.968212323770e-01,9.973107921067e-01,7.339326331447e+04,2.544590603378e+04,9.082087398749e+04,6.627298703749e+09,2.838627295860e+09,6.269513892106e+09
3.808080000000e+07,1.876479529132e+05,-2.562106592184e+04,-1.158142784410e+05,9.686145721792e-01,9.178316382486e-01,8.192896748753e-01,9.966267100301e-01,9.968161809173e-01,9.973070112263e-01,7.390825558396e+04,2.571767424276e+04,9.149005820631e+04,6.627254566771e+09,2.838608969022e+09,6.269485692074e+09
3.808440000000e+07,1.906656250269e+05,-2.583343268446e+04,-1.168269921373e+05,9.686145721792e-01,9.178316382486e-01,8.187361092453e-01,9.966210559074e-01,9.968111010205e-01,9.973031904314e-01,7.420048326622e+04,2.587018497690e+04,9.186158032483e+04,6.627210262830e+09,2.838590541384e+09,6.269457215291e+09
3.808800000000e+07,1.918674545351e+05,-2.593776648151e+04,-1.172640689069e+05,9.686145721792e-01,9.162894699139e-01,8.187361092453e-01,9.966153945393e-01,9.968060124974e-01,9.972993491382e-01,7.435942107761e+04,2.595814023983e+04,9.207464879825e+04,6.627165926761e+09,2.838572085079e+09,6.269428603649e+09
3.809160000000e+07,1.923830530072e+05,-2.599187271425e+04,-1.174852007728e+05,9.686145721792e-01,9.151592450506e-01,8.187361092453e-01,9.966097373322e-01,9.968009287634e-01,9.972954989214e-01,7.443243042639e+04,2.600429443466e+04,9.219359352071e+04,6.627121642599e+09,2.838553648184e+09,6.269399940602e+09
3.809520000000e+07,1.926031524482e+05,-2.601431630895e+04,-1.175912300457e+05,9.686145721792e-01,9.145912396974e-01,8.187361092453e-01,9.966040918849e-01,9.967958586484e-01,9.972916476258e-01,7.444669236187e+04,2.602143295828e+04,9.224878977489e+04,6.627077466100e+09,2.838535262329e+09,6.269371282529e+09
3.809880000000e+07,1.926624379771e+05,-2.601450329043e+04,-1.176215623934e+05,9.686145721792e-01,9.145912396974e-01,8.187361092453e-01,9.965984635461e-01,9.967908082386e-01,9.972878008418e-01,7.441860239034e+04,2.601772057453e+04,9.225862064162e+04,6.627033436348e+09,2.838516949359e+09,6.269342669378e+09
3.810240000000e+07,1.926164800104e+05,-2.599836625880e+04,-1.175977265176e+05,9.736695802880e-01,9.145912396974e-01,8.187361092453e-01,9.965928559843e-01,9.967857818174e-01,9.972839626644e-01,7.435895384595e+04,2.599861083265e+04,9.223512812040e+04,6.626989580135e+09,2.838498724654e+09,6.269314130239e+09
3.810600000000e+07,1.924943536593e+05,-2.596987561815e+04,-1.175333086967e+05,9.736695802880e-01,9.145912396974e-01,8.187361092453e-01,9.965872721631e-01,9.967807824535e-01,9.972801362271e-01,7.427488740923e+04,2.596779270727e+04,9.218618537907e+04,6.626945918684e+09,2.838480599228e+09,6.269285687229e+09
3.810960000000e+07,1.923142190500e+05,-2.593169428246e+04,-1.174375053040e+05,9.736695802880e-01,9.145912396974e-01,8.187361092453e-01,9.965817143803e-01,9.967758124170e-01,9.972763239780e-01,7.417152404311e+04,2.592774087452e+04,9.211732628164e+04,6.626902468535e+09,2.838462581202e+09,6.269257357536e+09
3.811320000000e+07,1.920885949829e+05,-2.588582748271e+04,-1.173168526406e+05,9.736695802880e-01,9.145912396974e-01,8.187361092453e-01,9.965761843920e-01,9.967708733642e-01,9.972725278768e-01,7.405271780979e+04,2.588035166091e+04,9.203252164501e+04,6.626859242339e+09,2.838444676502e+09,6.269229154836e+09
3.811680000000e+07,1.918267117027e+05,-2.583381871454e+04,-1.171762405374e+05,9.736695802880e-01,9.145912396974e-01,8.187361092453e-01,9.965706835389e-01,9.967659664948e-01,9.972687495052e-01,7.392149668840e+04,2.582709734484e+04,9.193479451692e+04,6.626816249693e+09,2.838426889408e+09,6.269201090109e+09
3.812040000000e+07,1.915354393909e+05,-2.577683107496e+04,-1.170193452173e+05,9.736695802880e-01,9.164544135973e-01,8.187361092453e-01,9.965652128656e-01,9.967610926731e-01,9.972649901626e-01,7.378009688152e+04,2.576907900274e+04,9.182639988771e+04,6.626773498000e+09,2.838409222980e+09,6.269173172311e+09
3.812400000000e+07,1.912201272920e+05,-2.571581115625e+04,-1.168491343125e+05,9.736695802880e-01,9.175846384607e-01,8.187361092453e-01,9.965597731842e-01,9.967562525029e-01,9.972612508987e-01,7.363028566996e+04,2.570720526885e+04,9.170924145205e+04,6.626730992960e+09,2.838391679349e+09,6.269145408638e+09
3.812760000000e+07,1.908849491221e+05,-2.565143728859e+04,-1.166678747205e+05,9.736695802880e-01,9.175846384607e-01,8.187361092453e-01,9.965543651237e-01,9.967514464064e-01,9.972575325879e-01,7.347346439344e+04,2.564210379318e+04,9.158475212222e+04,6.626688738927e+09,2.838374259976e+09,6.269117805040e+09
3.813120000000e+07,1.881233285480e+05,-2.495081340842e+04,-1.143908390475e+05,9.736695802880e-01,9.181526438138e-01,8.243782669226e-01,9.965482843711e-01,9.967460739811e-01,9.972532422925e-01,7.193689318553e+04,2.482540826130e+04,8.936320224851e+04,6.626641279505e+09,2.838354816163e+09,6.269086025656e+09
3.813480000000e+07,1.782297717872e+05,-2.253320130690e+04,-1.063884123605e+05,9.736695802880e-01,9.190785218323e-01,8.247593199975e-01,9.965398063182e-01,9.967385042464e-01,9.972469090136e-01,6.701971686159e+04,2.209731377849e+04,8.199530681271e+04,6.626575258684e+09,2.838327511333e+09,6.269039310992e+09
3.813840000000e+07,1.693351196178e+05,-2.102966024939e+04,-1.008013674611e+05,9.746251776563e-01,9.190785218323e-01,8.259755391199e-01,9.965305554416e-01,9.967302367601e-01,9.972399299410e-01,6.452937815164e+04,2.076229252938e+04,7.858711619927e+04,6.626503251987e+09,2.838297725153e+09,6.268987891217e+09
3.814200000000e+07,1.443463474059e+05,-1.507290164154e+04,-8.125977872733e+04,9.753888226180e-01,9.249275041419e-01,8.344083265848e-01,9.965151099984e-01,9.967162571795e-01,9.972276031650e-01,5.176122410051e+04,1.398938055698e+04,6.042401665911e+04,6.626383269107e+09,2.838247490895e+09,6.268897345951e+09
3.814560000000e+07,1.102961580509e+05,-8.069498780617e+03,-5.732713106547e+04,9.830563384099e-01,9.267167866530e-01,8.360166106302e-01,9.964935278933e-01,9.966965736984e-01,9.972099252514e-01,3.738417854469e+04,6.740047840125e+03,4.192250357692e+04,6.626215763204e+09,2.838176874397e+09,6.268767712656e+09
3.814920000000e+07,1.011416523404e+05,-8.702826614140e+03,-5.696471518686e+04,9.830563384099e-01,9.275001318168e-01,8.382940155252e-01,9.964761313654e-01,9.966808112036e-01,9.971959757252e-01,4.122325139737e+04,8.857511936667e+03,4.866147063048e+04,6.626080618031e+09,2.838120327154e+09,6.268665400665e+09
3.815280000000e+07,1.062945560761e+05,-1.084865105524e+04,-6.411925040603e+04,9.832268242871e-01,9.275001318168e-01,8.377328842806e-01,9.964623077788e-01,9.966683634898e-01,9.971851856631e-01,4.560717241919e+04,1.126832234882e+04,5.563502273940e+04,6.625973070118e+09,2.838075623777e+09,6.268586123680e+09
3.815640000000e+07,1.085522071147e+05,-1.079616311823e+04,-6.521321446588e+04,9.842135785923e-01,9.275001318168e-01,8.377328842806e-01,9.964485074817e-01,9.966559098926e-01,9.971744149750e-01,4.443786061712e+04,1.077345763650e+04,5.458852303629e+04,6.625865673976e+09,2.838030877121e+09,6.268506926426e+09
3.816000000000e+07,9.824452558393e+04,-7.648433386718e+03,-5.581743354856e+04,9.864639994337e-01,9.291911268403e-01,8.395753549404e-01,9.964314132008e-01,9.966403744857e-01,9.971607523402e-01,3.713262148058e+04,7.019085751102e+03,4.500358434117e+04,6.625732776702e+09,2.837975095393e+09,6.268406569710e+09
3.816360000000e+07,1.163746838605e+05,-1.363745799745e+04,-7.391582663970e+04,9.845486873836e-01,9.275001318168e-01,8.385474297552e-01,9.964235131687e-01,9.966333945626e-01,9.971551662797e-01,5.202071780024e+04,1.480916321033e+04,6.638342309769e+04,6.625671021864e+09,2.837949948083e+09,6.268365292797e+09
3.816720000000e+07,1.418658993067e+05,-1.869984156895e+04,-9.250038941471e+04,9.842609961010e-01,9.267570201682e-01,8.381696935978e-01,9.964201321956e-01,9.966305136654e-01,9.971534538677e-01,6.104880069393e+04,1.960444119445e+04,7.923460909296e+04,6.625644232531e+09,2.837939429357e+09,6.268352244467e+09
3.817080000000e+07,1.557465787518e+05,-1.997956672575e+04,-9.882665200104e+04,9.828032329173e-01,9.380995768900e-01,8.370101225053e-01,9.964166042101e-01,9.966274632836e-01,9.971515696702e-01,6.211823756570e+04,2.018598557063e+04,8.058453348426e+04,6.625616337152e+09,2.837928276890e+09,6.268337898758e+09
3.817440000000e+07,1.620098394716e+05,-2.045644478096e+04,-1.010773658052e+05,9.823058579260e-01,9.380995768900e-01,8.370101225053e-01,9.964129759927e-01,9.966243124194e-01,9.971495685984e-01,6.284240110490e+04,2.053318849875e+04,8.143679945553e+04,6.625587710500e+09,2.837916762724e+09,6.268322717841e+09
3.817800000000e+07,1.648467240866e+05,-2.072773413273e+04,-1.021747956475e+05,9.823058579260e-01,9.355269492151e-01,8.370101225053e-01,9.964092767253e-01,9.966210928911e-01,9.971474833420e-01,6.335816566123e+04,2.077366191151e+04,8.202531214642e+04,6.625558568996e+09,2.837905004196e+09,6.268306942122e+09
3.818160000000e+07,1.663651920582e+05,-2.091504112028e+04,-1.028703644286e+05,9.823058579260e-01,9.348397758730e-01,8.367001291471e-01,9.964055257315e-01,9.966178260949e-01,9.971453342411e-01,6.373564854763e+04,2.094832753598e+04,8.245117154689e+04,6.625529054957e+09,2.837893078134e+09,6.268290718811e+09
3.818520000000e+07,1.673395888465e+05,-2.105211562322e+04,-1.033711628660e+05,9.818620368092e-01,9.348397758730e-01,8.367001291471e-01,9.964017364196e-01,9.966145271993e-01,9.971431341931e-01,6.401648887400e+04,2.107758222012e+04,8.277525641888e+04,6.625499267038e+09,2.837881038891e+09,6.268274140457e+09
