# Observation File: centralHGUs.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [s]
# -----------------------------------------------------------------------------
# Observation Name: Central Flume Outflow [mol/h]
# Region: Central_Flume_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Incised1 Reach Outflow [mol/h]
# Region: Central_Incised1_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Typical Reach Outflow [mol/h]
# Region: Central_Typ_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Wet Reach Outflow [mol/h]
# Region: Central_Wet_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Incised1 Reach Depth to Water [m]
# Region: Central_Incised1_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Typical Reach Depth to Water [m]
# Region: Central_Typ_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Wet Reach Depth to Water [m] 
# Region: Central_Wet_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Incised1 Reach saturation
# Region: Central_Incised1_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Typical Reach Saturation
# Region: Central_Typ_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Wet Reach Saturation 
# Region: Central_Wet_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Incised1 Reach Exfiltration [mol/h]
# Region: Central_Incised1_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Typical Reach Exfiltration [mol/h]
# Region: Central_Typ_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Wet Reach Exfiltration [mol/h]
# Region: Central_Wet_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Incised1 Reach Water Content [mol]
# Region: Central_Incised1_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Typical Reach Water Content [mol]
# Region: Central_Typ_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Wet Reach Water Content [mol]
# Region: Central_Wet_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: AIMS Watershed Outflow [mol/h]
# Region: AIMS_watershed_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# =============================================================================
"time [s]","Central Flume Outflow [mol/h]","Central Incised1 Reach Outflow [mol/h]","Central Typical Reach Outflow [mol/h]","Central Wet Reach Outflow [mol/h]","Central Incised1 Reach Depth to Water [m]","Central Typical Reach Depth to Water [m]","Central Wet Reach Depth to Water [m] ","Central Incised1 Reach saturation","Central Typical Reach Saturation","Central Wet Reach Saturation ","Central Incised1 Reach Exfiltration [mol/h]","Central Typical Reach Exfiltration [mol/h]","Central Wet Reach Exfiltration [mol/h]","Central Incised1 Reach Water Content [mol]","Central Typical Reach Water Content [mol]","Central Wet Reach Water Content [mol]","AIMS Watershed Outflow [mol/h]"
5.979600000000e+07,-2.318206929824e+05,-2.625656316418e+05,0.000000000000e+00,1.017409025831e+05,9.887554132469e-01,1.556507524559e+00,9.402174522098e-01,9.948894205591e-01,9.873058373623e-01,9.957131528230e-01,1.625368920417e+05,2.778384546599e+03,9.926809731524e+04,1.369148659455e+10,4.300941655672e+09,1.406790644621e+10,-5.309799692286e+05
5.979960000000e+07,-2.327466203950e+05,-2.636450945906e+05,0.000000000000e+00,1.021666926534e+05,9.887554132469e-01,1.556507524559e+00,9.399091992846e-01,9.948893618389e-01,9.873046796046e-01,9.957132253007e-01,1.629088296799e+05,2.800747257532e+03,9.964929782525e+04,1.369148540410e+10,4.300936142321e+09,1.406790735277e+10,-5.331345813304e+05
5.980320000000e+07,-2.335316571139e+05,-2.645515635376e+05,0.000000000000e+00,1.025428073209e+05,9.887554132469e-01,1.556507524559e+00,9.399091992846e-01,9.948892775514e-01,9.873035152656e-01,9.957132720779e-01,1.632358213019e+05,2.820605806494e+03,9.998593059428e+04,1.369148382586e+10,4.300930599591e+09,1.406790784993e+10,-5.349231972619e+05
5.980680000000e+07,-2.342117432628e+05,-2.653319006490e+05,0.000000000000e+00,1.028783084062e+05,9.883310858080e-01,1.556507524559e+00,9.399091992846e-01,9.948891702141e-01,9.873023450655e-01,9.957132956166e-01,1.635251946322e+05,2.838421595751e+03,1.002857655798e+05,1.369148189778e+10,4.300925030711e+09,1.406790797680e+10,-5.364537674972e+05
5.981040000000e+07,-2.348098210250e+05,-2.660151845155e+05,0.000000000000e+00,1.031801263124e+05,9.883310858080e-01,1.556507524559e+00,9.397086364005e-01,9.948890419830e-01,9.873011697213e-01,9.957132979830e-01,1.637832980298e+05,2.854529754714e+03,1.005549256698e+05,1.369147965226e+10,4.300919438929e+09,1.406790776623e+10,-5.377905973809e+05
5.981400000000e+07,-2.353415326055e+05,-2.666207099869e+05,0.000000000000e+00,1.034534607466e+05,9.883310858080e-01,1.556507524559e+00,9.394948752834e-01,9.948888947131e-01,9.872999897996e-01,9.957132809733e-01,1.640144911859e+05,2.869182630364e+03,1.007979236344e+05,1.369147711720e+10,4.300913826837e+09,1.406790724668e+10,-5.389746795245e+05
5.981760000000e+07,-2.358194987886e+05,-2.671631130645e+05,0.000000000000e+00,1.037024245590e+05,9.883310858080e-01,1.556507524559e+00,9.385412674077e-01,9.948887299134e-01,9.872988057866e-01,9.957132461186e-01,1.642238835164e+05,2.882578663794e+03,1.010186447234e+05,1.369147431520e+10,4.300908196629e+09,1.406790644255e+10,-5.400346329909e+05
5.982120000000e+07,-2.355639244660e+05,-2.668917229359e+05,0.000000000000e+00,1.031861723801e+05,9.883310858080e-01,1.556507524559e+00,9.385412674077e-01,9.948883230730e-01,9.872972998542e-01,9.957129472287e-01,1.631626728924e+05,2.854424292870e+03,1.001493017832e+05,1.369146771511e+10,4.300901051825e+09,1.406790134787e+10,-5.394662048874e+05
5.982480000000e+07,-2.239747667422e+05,-2.542681846200e+05,0.000000000000e+00,9.048159680039e+04,9.889907539763e-01,1.557382937243e+00,9.404042102576e-01,9.948834154950e-01,9.872899637708e-01,9.957080054292e-01,1.430917730864e+05,2.177858995444e+03,8.163171521499e+04,1.369139031338e+10,4.300866456479e+09,1.406782081237e+10,-5.138855866494e+05
5.982840000000e+07,-2.057084060058e+05,-2.343071649513e+05,0.000000000000e+00,7.562554858690e+04,9.915818125547e-01,1.557382937243e+00,9.416729143916e-01,9.948750926053e-01,9.872781020478e-01,9.956995362592e-01,1.258771857165e+05,1.535173128446e+03,6.563897350649e+04,1.369125919468e+10,4.300810558745e+09,1.406768299254e+10,-4.733758675576e+05
5.983200000000e+07,-1.834580218156e+05,-2.097397117157e+05,0.000000000000e+00,6.069711327508e+04,9.921816650341e-01,1.557848821598e+00,9.438044347561e-01,9.948637271033e-01,9.872621362324e-01,9.956879068584e-01,1.092020545788e+05,8.823805016871e+02,5.027856812472e+04,1.369108019611e+10,4.300735340502e+09,1.406749384578e+10,-4.238393681249e+05
5.983560000000e+07,-1.631459074828e+05,-1.869954558040e+05,0.000000000000e+00,5.052839734176e+04,9.925680285818e-01,1.557848821598e+00,9.445532030762e-01,9.948513377229e-01,9.872446126063e-01,9.956751857995e-01,1.003192061638e+05,4.795890276271e+02,4.219018916242e+04,1.369088505803e+10,4.300652789137e+09,1.406728697724e+10,-3.776050229723e+05
5.983920000000e+07,-1.500382583251e+05,-1.720097754452e+05,0.000000000000e+00,4.808560164780e+04,9.939886492073e-01,1.557848821598e+00,9.449862716995e-01,9.948403416338e-01,9.872286409227e-01,9.956638645451e-01,1.018960778740e+05,4.398950670829e+02,4.375516913541e+04,1.369071177856e+10,4.300577541666e+09,1.406710282582e+10,-3.467741873863e+05
5.984280000000e+07,-1.452661634525e+05,-1.661619050718e+05,0.000000000000e+00,5.131092990412e+04,9.950042703656e-01,1.557848821598e+00,9.455314224841e-01,9.948318106480e-01,9.872156597092e-01,9.956551071383e-01,1.092399057261e+05,6.268212051591e+02,4.974617613377e+04,1.369057720717e+10,4.300516366556e+09,1.406696027825e+10,-3.350276644192e+05
5.984640000000e+07,-1.503653145419e+05,-1.712219811887e+05,0.000000000000e+00,6.097460418535e+04,9.946177579313e-01,1.557848821598e+00,9.459250624835e-01,9.948270736922e-01,9.872074560020e-01,9.956502567282e-01,1.237286288261e+05,1.091712261810e+03,6.294196272977e+04,1.369050226037e+10,4.300477676714e+09,1.406688112435e+10,-3.464777468707e+05
5.985000000000e+07,-1.653833174139e+05,-1.871853342022e+05,0.000000000000e+00,7.583765636255e+04,9.944000630666e-01,1.557848821598e+00,9.439976967207e-01,9.948266696485e-01,9.872048382982e-01,9.956498710905e-01,1.426071079324e+05,1.746896909472e+03,8.032955085794e+04,1.369049543711e+10,4.300465278313e+09,1.406687445223e+10,-3.813585769650e+05
5.985360000000e+07,-1.822170689158e+05,-2.052766855126e+05,0.000000000000e+00,8.606458768035e+04,9.944000630666e-01,1.557382937243e+00,9.436608473275e-01,9.948275248439e-01,9.872040231532e-01,9.956508081029e-01,1.508851347242e+05,2.082732899519e+03,8.805873308454e+04,1.369050841278e+10,4.300461360850e+09,1.406688925159e+10,-4.194501121340e+05
5.985720000000e+07,-1.959774841453e+05,-2.204063517541e+05,0.000000000000e+00,9.055390130443e+04,9.941975280067e-01,1.557382937243e+00,9.433517844967e-01,9.948282617547e-01,9.872031771751e-01,9.956516158482e-01,1.526477304707e+05,2.203147253170e+03,8.996627320850e+04,1.369051956353e+10,4.300457298894e+09,1.406690197157e+10,-4.495749224173e+05
5.986080000000e+07,-2.060258262927e+05,-2.319061596253e+05,0.000000000000e+00,9.280751634604e+04,9.932450114641e-01,1.557382937243e+00,9.433517844967e-01,9.948289090127e-01,9.872023057422e-01,9.956523279677e-01,1.539239372661e+05,2.289736900474e+03,9.135076267310e+04,1.369052934924e+10,4.300453120219e+09,1.406691317156e+10,-4.719208059345e+05
5.986440000000e+07,-2.127063067641e+05,-2.398874877090e+05,0.000000000000e+00,9.420143322054e+04,9.930096707347e-01,1.557382937243e+00,9.430149670936e-01,9.948294847382e-01,9.872014132562e-01,9.956529650827e-01,1.549142842151e+05,2.355061447613e+03,9.242157612114e+04,1.369053804845e+10,4.300448845564e+09,1.406692318028e+10,-4.877048199549e+05
5.986800000000e+07,-2.169662620550e+05,-2.451323962382e+05,0.000000000000e+00,9.521346416406e+04,9.928422823984e-01,1.557382937243e+00,9.430149670936e-01,9.948300010098e-01,9.872005032003e-01,9.956535410125e-01,1.557181443350e+05,2.406428582817e+03,9.328024922832e+04,1.369054584503e+10,4.300444491044e+09,1.406693221670e+10,-4.984345176422e+05
5.987160000000e+07,-2.192754244804e+05,-2.480061922102e+05,0.000000000000e+00,9.585146267122e+04,9.914216617729e-01,1.557382937243e+00,9.430149670936e-01,9.948304774150e-01,9.871995815091e-01,9.956540765646e-01,1.562484413211e+05,2.439640536154e+03,9.383928418941e+04,1.369055303630e+10,4.300440083670e+09,1.406694061124e+10,-5.044575119444e+05
5.987520000000e+07,-2.214132346023e+05,-2.506492076274e+05,0.000000000000e+00,9.656404059684e+04,9.914216617729e-01,1.557382937243e+00,9.420987708501e-01,9.948309068204e-01,9.871986463180e-01,9.956545654439e-01,1.568621555723e+05,2.477189976638e+03,9.447459758461e+04,1.369055951340e+10,4.300435615191e+09,1.406694826292e+10,-5.100732353464e+05
5.987880000000e+07,-2.231749774655e+05,-2.527648865231e+05,0.000000000000e+00,9.727767459039e+04,9.914216617729e-01,1.557382937243e+00,9.419263775334e-01,9.948312865463e-01,9.871976973235e-01,9.956550058051e-01,1.574932742690e+05,2.515103055384e+03,9.511793843200e+04,1.369056523468e+10,4.300431084316e+09,1.406695514131e+10,-5.144869658497e+05
5.988240000000e+07,-2.242485759190e+05,-2.540240876446e+05,0.000000000000e+00,9.775850979689e+04,9.914216617729e-01,1.557382937243e+00,9.419263775334e-01,9.948316315811e-01,9.871967389215e-01,9.956554125356e-01,1.579233219024e+05,2.540834493417e+03,9.555332765906e+04,1.369057042733e+10,4.300426511074e+09,1.406696148335e+10,-5.170367821912e+05
5.988600000000e+07,-2.251529834286e+05,-2.550723890381e+05,0.000000000000e+00,9.818306482643e+04,9.914216617729e-01,1.557382937243e+00,9.419263775334e-01,9.948319452489e-01,9.871957721977e-01,9.956557889770e-01,1.583043623429e+05,2.563681098804e+03,9.593809005080e+04,1.369057514120e+10,4.300421900432e+09,1.406696734206e+10,-5.191222598425e+05
5.988960000000e+07,-2.259353269071e+05,-2.559723242929e+05,0.000000000000e+00,9.856240365404e+04,9.914216617729e-01,1.557382937243e+00,9.419263775334e-01,9.948322303372e-01,9.871947980415e-01,9.956561378373e-01,1.586445030635e+05,2.584202210813e+03,9.628176893108e+04,1.369057941806e+10,4.300417256438e+09,1.406697276046e+10,-5.208946648340e+05
5.989320000000e+07,-2.266244469831e+05,-2.567609931947e+05,0.000000000000e+00,9.890463198799e+04,9.910395041582e-01,1.557382937243e+00,9.419263775334e-01,9.948324891713e-01,9.871938171915e-01,9.956564613855e-01,1.589503812936e+05,2.602801127958e+03,9.659142284382e+04,1.369058329289e+10,4.300412582441e+09,1.406697777457e+10,-5.224406931883e+05
5.989680000000e+07,-2.272395546152e+05,-2.574624640937e+05,0.000000000000e+00,9.921594817297e+04,9.910395041582e-01,1.557382937243e+00,9.419263775334e-01,9.948327238053e-01,9.871928302847e-01,9.956567615599e-01,1.592277236275e+05,2.619781590924e+03,9.687259045869e+04,1.369058679664e+10,4.300407881328e+09,1.406698241525e+10,-5.238130099136e+05
5.990040000000e+07,-2.277941488780e+05,-2.580931244275e+05,0.000000000000e+00,9.950112031763e+04,9.910395041582e-01,1.557382937243e+00,9.419263775334e-01,9.948329360690e-01,9.871918378551e-01,9.956570400277e-01,1.594800686330e+05,2.635375938227e+03,9.712957334456e+04,1.369058995686e+10,4.300403155515e+09,1.406698670907e+10,-5.250459650310e+05
5.990400000000e+07,-2.282981505368e+05,-2.586650159645e+05,0.000000000000e+00,9.976371589025e+04,9.910395041582e-01,1.557382937243e+00,9.419263775334e-01,9.948331274207e-01,9.871908403538e-01,9.956572982640e-01,1.597109407934e+05,2.649769560980e+03,9.736560068153e+04,1.369059279563e+10,4.300398407039e+09,1.406699067949e+10,-5.261638159206e+05
5.990760000000e+07,-2.287200003859e+05,-2.591358737904e+05,0.000000000000e+00,9.997890082674e+04,9.910395041582e-01,1.557382937243e+00,9.407653167875e-01,9.948332990094e-01,9.871898381590e-01,9.956575374973e-01,1.598144041154e+05,2.662570456132e+03,9.753700032913e+04,1.369059532994e+10,4.300393637602e+09,1.406699434602e+10,-5.271269032203e+05
5.991120000000e+07,-2.148234513236e+05,-2.440110636710e+05,0.000000000000e+00,8.440906301412e+04,9.918243908385e-01,1.557382937243e+00,9.428339751375e-01,9.948277607984e-01,9.871814418255e-01,9.956518739741e-01,1.345884385613e+05,1.822102107912e+03,7.431574387844e+04,1.369050805064e+10,4.300354055039e+09,1.406690210311e+10,-4.961086513737e+05
5.991480000000e+07,-1.931832272943e+05,-2.203122733046e+05,0.000000000000e+00,6.673059219960e+04,9.944890614947e-01,1.557848821598e+00,9.436608473275e-01,9.948180923810e-01,9.871675964058e-01,9.956419448654e-01,1.140261540820e+05,1.055979455991e+03,5.531567906808e+04,1.369035581710e+10,4.300288823493e+09,1.406674059332e+10,-4.474753843817e+05
5.991840000000e+07,-1.673143863010e+05,-1.916461083642e+05,0.000000000000e+00,4.982614845226e+04,9.971089828797e-01,1.557848821598e+00,9.445532030762e-01,9.948048657910e-01,9.871489648313e-01,9.956282754102e-01,9.460721177454e+04,2.979933121140e+02,3.822760131717e+04,1.369014759147e+10,4.300201061241e+09,1.406651834802e+10,-3.890191666930e+05
5.992200000000e+07,-1.518219914994e+05,-1.741731890006e+05,0.000000000000e+00,4.729350639779e+04,9.973116668263e-01,1.557848821598e+00,9.464602412183e-01,9.947941665745e-01,9.871332846117e-01,9.956171793209e-01,9.995506947555e+04,3.572490797018e+02,4.313141162473e+04,1.368997907700e+10,4.300127197144e+09,1.406633793031e+10,-3.529021872853e+05
5.992560000000e+07,-1.440214805509e+05,-1.649993777482e+05,0.000000000000e+00,4.909258723176e+04,9.977946497313e-01,1.557848821598e+00,9.466968373699e-01,9.947853791257e-01,9.871198817215e-01,9.956080802895e-01,1.048599377757e+05,4.525489190178e+02,4.681344561398e+04,1.368984054756e+10,4.300064045090e+09,1.406618989057e+10,-3.345135235840e+05
5.992920000000e+07,-1.368840207268e+05,-1.563796003197e+05,0.000000000000e+00,4.682983537781e+04,9.984380094561e-01,1.557848821598e+00,9.484032816806e-01,9.947757081358e-01,9.871052380316e-01,9.955979977170e-01,9.911571670677e+04,2.207984439253e+02,4.240126302495e+04,1.368968806223e+10,4.299995042731e+09,1.406602581386e+10,-3.164740349302e+05
5.993280000000e+07,-1.410814932659e+05,-1.605428451690e+05,0.000000000000e+00,5.493025105643e+04,9.979267064104e-01,1.557848821598e+00,9.474623610197e-01,9.947706244587e-01,9.870963312895e-01,9.955927493869e-01,1.160042917374e+05,7.431246865123e+02,5.590159617493e+04,1.368960769933e+10,4.299953048609e+09,1.406594025036e+10,-3.249363406921e+05
5.993640000000e+07,-1.579929390744e+05,-1.788628287080e+05,0.000000000000e+00,7.280569601230e+04,9.971904424323e-01,1.557848821598e+00,9.461507463989e-01,9.947714663692e-01,9.870950197030e-01,9.955935954706e-01,1.412168399490e+05,1.601029937395e+03,7.924980579696e+04,1.368962049285e+10,4.299946803113e+09,1.406595358435e+10,-3.655134559428e+05
5.994000000000e+07,-1.745381029289e+05,-1.967141304439e+05,0.000000000000e+00,8.227406685140e+04,9.971904424323e-01,1.557848821598e+00,9.448524182277e-01,9.947726724386e-01,9.870943918592e-01,9.955948378824e-01,1.463156688304e+05,1.837561113023e+03,8.410565653771e+04,1.368963899745e+10,4.299943768708e+09,1.406597333406e+10,-4.042783643990e+05
5.994360000000e+07,-1.882310400785e+05,-2.117084343172e+05,0.000000000000e+00,8.651298049666e+04,9.971904424323e-01,1.557848821598e+00,9.446510075810e-01,9.947737596261e-01,9.870937324241e-01,9.955959468040e-01,1.480564787360e+05,1.957777441731e+03,8.605450112493e+04,1.368965567600e+10,4.299940587658e+09,1.406599094429e+10,-4.345833748925e+05
5.994720000000e+07,-1.982912701474e+05,-2.231705565542e+05,0.000000000000e+00,8.870950284549e+04,9.971904424323e-01,1.557848821598e+00,9.446510075810e-01,9.947747553930e-01,9.870930466070e-01,9.955969561168e-01,1.493365672417e+05,2.046188707712e+03,8.747987681644e+04,1.368967096173e+10,4.299937285874e+09,1.406600697225e+10,-4.570850671943e+05
5.995080000000e+07,-2.049939357118e+05,-2.311675101671e+05,0.000000000000e+00,9.010413427893e+04,9.965049244673e-01,1.557848821598e+00,9.445155688345e-01,9.947756758685e-01,9.870923388591e-01,9.955978872422e-01,1.503615119325e+05,2.113566485699e+03,8.858198512764e+04,1.368968510163e+10,4.299933884003e+09,1.406602175773e+10,-4.730409695348e+05
5.995440000000e+07,-2.092860141864e+05,-2.364520961668e+05,0.000000000000e+00,9.113320011115e+04,9.963653451365e-01,1.557848821598e+00,9.441678082853e-01,9.947765325866e-01,9.870916125436e-01,9.955987541526e-01,1.512072337085e+05,2.167023549031e+03,8.946961780472e+04,1.368969827148e+10,4.299930397721e+09,1.406603552255e+10,-4.839360198287e+05
5.995800000000e+07,-2.120935364937e+05,-2.399340000276e+05,0.000000000000e+00,9.196501760874e+04,9.963653451365e-01,1.557848821598e+00,9.441678082853e-01,9.947773343356e-01,9.870908703062e-01,9.955995659425e-01,1.519184871797e+05,2.210945841815e+03,9.021830515362e+04,1.368971060439e+10,4.299926839210e+09,1.406604841002e+10,-4.912957238054e+05
5.996160000000e+07,-2.140497997372e+05,-2.423293722930e+05,0.000000000000e+00,9.266120345729e+04,9.963653451365e-01,1.557848821598e+00,9.439901262331e-01,9.947780879646e-01,9.870901143350e-01,9.956003303423e-01,1.525277873785e+05,2.247965664154e+03,9.085073749048e+04,1.368972220328e+10,4.299923218437e+09,1.406606054240e+10,-4.963824128737e+05
5.996520000000e+07,-2.155195285805e+05,-2.440917357953e+05,0.000000000000e+00,9.325664266984e+04,9.963653451365e-01,1.557848821598e+00,9.438696886006e-01,9.947787987388e-01,9.870893463356e-01,9.956010530971e-01,1.530580795668e+05,2.279869521152e+03,9.139439814612e+04,1.368973314786e+10,4.299919543250e+09,1.406607201077e+10,-5.000739144241e+05
5.996880000000e+07,-2.166969605971e+05,-2.454770314634e+05,0.000000000000e+00,9.377533724023e+04,9.963653451365e-01,1.557848821598e+00,9.438696886006e-01,9.947794709055e-01,9.870885675716e-01,9.956017386741e-01,1.535255007934e+05,2.307878356978e+03,9.186960846220e+04,1.368974350228e+10,4.299915819448e+09,1.406608288582e+10,-5.029135565471e+05
5.997240000000e+07,-2.176845285881e+05,-2.466233965454e+05,0.000000000000e+00,9.423416848671e+04,9.955524079247e-01,1.557848821598e+00,9.430149670936e-01,9.947801078507e-01,9.870877792174e-01,9.956023905928e-01,1.539421002062e+05,2.332813624841e+03,9.229068180978e+04,1.368975331764e+10,4.299912052376e+09,1.406609322332e+10,-5.052164008771e+05
5.997600000000e+07,-2.185385343044e+05,-2.476061232442e+05,0.000000000000e+00,9.464520264744e+04,9.953170671953e-01,1.557848821598e+00,9.427896881840e-01,9.947807124164e-01,9.870869821911e-01,9.956030118137e-01,1.543165040704e+05,2.355276365503e+03,9.266784398907e+04,1.368976263666e+10,4.299908246251e+09,1.406610307008e+10,-5.071618304255e+05
5.997960000000e+07,-2.192923372199e+05,-2.484687518586e+05,0.000000000000e+00,9.501721970790e+04,9.953170671953e-01,1.557848821598e+00,9.427896881840e-01,9.947812869970e-01,9.870861772582e-01,9.956036047622e-01,1.546555800851e+05,2.375704341324e+03,9.300879488060e+04,1.368977149535e+10,4.299904404544e+09,1.406611246478e+10,-5.088538583683e+05
5.998320000000e+07,-2.199675041786e+05,-2.492385126206e+05,0.000000000000e+00,9.535671754094e+04,9.953170671953e-01,1.557848821598e+00,9.427896881840e-01,9.947818336424e-01,9.870853650841e-01,9.956041714680e-01,1.549651690061e+05,2.394410367268e+03,9.331938331273e+04,1.368977992462e+10,4.299900530240e+09,1.406612143978e+10,-5.103555877453e+05
5.998680000000e+07,-2.205787657403e+05,-2.499334295389e+05,0.000000000000e+00,9.566886244125e+04,9.951496788590e-01,1.557382937243e+00,9.427896881840e-01,9.947823541368e-01,9.870845462458e-01,9.956047136672e-01,1.552486142462e+05,2.411649181708e+03,9.360431785325e+04,1.368978795136e+10,4.299896625944e+09,1.406613002269e+10,-5.117075230314e+05
5.999040000000e+07,-2.211368568414e+05,-2.505665572701e+05,0.000000000000e+00,9.595766328172e+04,9.951496788590e-01,1.557382937243e+00,9.427896881840e-01,9.947828500349e-01,9.870837212185e-01,9.956052328732e-01,1.555099555338e+05,2.427611073467e+03,9.386727716419e+04,1.368979559902e+10,4.299892693820e+09,1.406613823761e+10,-5.129374681158e+05
5.999400000000e+07,-2.200649501545e+05,-2.493961418145e+05,0.000000000000e+00,9.449048651301e+04,9.955524079247e-01,1.557848821598e+00,9.427896881840e-01,9.947827471132e-01,9.870821153284e-01,9.956051187352e-01,1.528519973660e+05,2.351263766381e+03,9.155559235669e+04,1.368979383630e+10,4.299885086793e+09,1.406613616203e+10,-5.105110120461e+05
5.999760000000e+07,-2.174340269797e+05,-2.465280994371e+05,0.000000000000e+00,9.205028268176e+04,9.955524079247e-01,1.557848821598e+00,9.427896881840e-01,9.947819323404e-01,9.870795948906e-01,9.956042733233e-01,1.496784308976e+05,2.244747523850e+03,8.861626038533e+04,1.368978088353e+10,4.299873175869e+09,1.406612221398e+10,-5.046388548274e+05
6.000120000000e+07,-2.131983985907e+05,-2.418782336821e+05,0.000000000000e+00,8.876304810599e+04,9.955524079247e-01,1.557848821598e+00,9.429673702362e-01,9.947802854900e-01,9.870759848427e-01,9.956025697336e-01,1.456241886560e+05,2.102064166434e+03,8.486691882197e+04,1.368975484501e+10,4.299856136602e+09,1.406609432907e+10,-4.952828289361e+05
6.000480000000e+07,-2.081944124333e+05,-2.363589776750e+05,0.000000000000e+00,8.555703146061e+04,9.955524079247e-01,1.557848821598e+00,9.430878078687e-01,9.947780107706e-01,9.870715332312e-01,9.956002187115e-01,1.421775853598e+05,1.970890590890e+03,8.164261972811e+04,1.368971892798e+10,4.299835136355e+09,1.406605592898e+10,-4.842424764444e+05
6.000840000000e+07,-1.989696922811e+05,-2.261945848954e+05,0.000000000000e+00,7.821045514447e+04,9.956919872555e-01,1.557848821598e+00,9.433130867783e-01,9.947735554722e-01,9.870642378864e-01,9.955956189156e-01,1.318610205665e+05,1.605101712578e+03,7.210523794988e+04,1.368964870410e+10,4.299800747823e+09,1.406598099096e+10,-4.635145695901e+05
6.001200000000e+07,-1.801591524356e+05,-2.053929772397e+05,0.000000000000e+00,6.204925482920e+04,9.969251543920e-01,1.557848821598e+00,9.446591562631e-01,9.947641841353e-01,9.870505520392e-01,9.955859427518e-01,1.090332727118e+05,7.923251445223e+02,5.112545632652e+04,1.368950114765e+10,4.299736271980e+09,1.406582359412e+10,-4.204123460822e+05
6.001560000000e+07,-1.642671741440e+05,-1.877000102382e+05,0.000000000000e+00,5.400368288104e+04,9.974081372970e-01,1.557848821598e+00,9.473784669680e-01,9.947547220338e-01,9.870365397049e-01,9.955761518885e-01,1.046175281305e+05,5.492628227605e+02,4.706006269868e+04,1.368935215334e+10,4.299670264869e+09,1.406566437158e+10,-3.836956022927e+05
6.001920000000e+07,-1.737598616899e+05,-1.978926775209e+05,0.000000000000e+00,7.471909422230e+04,9.967074595273e-01,1.557848821598e+00,9.445155688345e-01,9.947554147436e-01,9.870353492586e-01,9.955768433131e-01,1.444331675281e+05,1.809450586685e+03,8.303739737966e+04,1.368936282043e+10,4.299664621760e+09,1.406567539292e+10,-4.070016838220e+05
6.002280000000e+07,-1.846917333157e+05,-2.093234912544e+05,0.000000000000e+00,8.488546171005e+04,9.967074595273e-01,1.557848821598e+00,9.445155688345e-01,9.947563842473e-01,9.870346987894e-01,9.955778380879e-01,1.487052401709e+05,1.998769168660e+03,8.702586477246e+04,1.368937776263e+10,4.299661502644e+09,1.406569123382e+10,-4.330156618580e+05
6.002640000000e+07,-1.950256484517e+05,-2.201395860776e+05,0.000000000000e+00,8.904340857901e+04,9.965049244673e-01,1.557848821598e+00,9.443269436362e-01,9.947572626547e-01,9.870340261878e-01,9.955787300790e-01,1.500427502364e+05,2.092099311734e+03,8.851104566039e+04,1.368939129483e+10,4.299658279603e+09,1.406570541768e+10,-4.544513281425e+05
6.003000000000e+07,-2.032790424960e+05,-2.291981206813e+05,0.000000000000e+00,9.093437373218e+04,9.965049244673e-01,1.557848821598e+00,9.441678082853e-01,9.947580725306e-01,9.870333350165e-01,9.955795488643e-01,1.509899018110e+05,2.157989268084e+03,8.954350925460e+04,1.368940377710e+10,4.299654971292e+09,1.406571843499e+10,-4.713827737949e+05
